Games	% won
3622		0.816124
3623		0.815898
3624		0.815673
3625		0.815448
3626		0.815499
3627		0.815550
3628		0.815325
3629		0.815376
3630		0.815427
3631		0.815478
3632		0.815529
3633		0.815579
3634		0.815630
3635		0.815681
3636		0.815732
3637		0.815782
3638		0.815833
3639		0.815883
3640		0.815934
3641		0.815710
3642		0.815486
3643		0.815262
3644		0.815313
3645		0.815364
3646		0.815414
3647		0.815465
3648		0.815515
3649		0.815566
3650		0.815616
3651		0.815667
3652		0.815717
3653		0.815768
3654		0.815818
3655		0.815869
3656		0.815919
3657		0.815696
3658		0.815746
3659		0.815797
3660		0.815574
3661		0.815624
3662		0.815674
3663		0.815725
3664		0.815502
3665		0.815280
3666		0.815057
3667		0.815108
3668		0.814885
3669		0.814936
3670		0.814986
3671		0.815037
3672		0.815087
3673		0.814865
3674		0.814916
3675		0.814694
3676		0.814744
3677		0.814795
3678		0.814845
3679		0.814895
3680		0.814946
3681		0.814996
3682		0.815046
3683		0.815096
3684		0.814875
3685		0.814925
3686		0.814976
3687		0.814755
3688		0.814805
3689		0.814855
3690		0.814905
3691		0.814955
3692		0.815005
3693		0.815056
3694		0.815106
3695		0.815156
3696		0.815206
3697		0.815256
3698		0.815035
3699		0.815085
3700		0.815135
3701		0.815185
3702		0.815235
3703		0.815285
3704		0.815335
3705		0.815385
3706		0.815434
3707		0.815484
3708		0.815534
3709		0.815584
3710		0.815633
3711		0.815683
3712		0.815733
3713		0.815782
3714		0.815563
3715		0.815343
3716		0.815124
3717		0.815174
3718		0.814954
3719		0.814735
3720		0.814516
3721		0.814297
3722		0.814347
3723		0.814128
3724		0.813910
3725		0.813960
3726		0.814010
3727		0.814060
3728		0.814109
3729		0.814159
3730		0.814209
3731		0.814259
3732		0.814309
3733		0.814091
3734		0.813873
3735		0.813922
3736		0.813972
3737		0.814022
3738		0.814072
3739		0.813854
3740		0.813904
3741		0.813686
3742		0.813469
3743		0.813519
3744		0.813568
3745		0.813618
3746		0.813668
3747		0.813451
3748		0.813501
3749		0.813550
3750		0.813600
3751		0.813650
3752		0.813699
3753		0.813749
3754		0.813532
3755		0.813582
3756		0.813632
3757		0.813681
3758		0.813731
3759		0.813780
3760		0.813830
3761		0.813879
3762		0.813929
3763		0.813978
3764		0.814028
3765		0.814077
3766		0.813861
3767		0.813910
3768		0.813960
3769		0.813744
3770		0.813793
3771		0.813842
3772		0.813892
3773		0.813676
3774		0.813725
3775		0.813775
3776		0.813824
3777		0.813873
3778		0.813658
3779		0.813707
3780		0.813757
3781		0.813806
3782		0.813855
3783		0.813904
3784		0.813953
3785		0.814003
3786		0.814052
3787		0.814101
3788		0.813886
3789		0.813671
3790		0.813720
3791		0.813769
3792		0.813819
3793		0.813868
3794		0.813917
3795		0.813966
3796		0.813751
3797		0.813537
3798		0.813586
3799		0.813635
3800		0.813684
3801		0.813733
3802		0.813782
3803		0.813831
3804		0.813880
3805		0.813929
3806		0.813715
3807		0.813764
3808		0.813813
3809		0.813862
3810		0.813911
3811		0.813960
3812		0.814008
3813		0.814057
3814		0.814106
3815		0.814155
3816		0.814203
3817		0.814252
3818		0.814301
3819		0.814349
3820		0.814398
3821		0.814446
3822		0.814495
3823		0.814544
3824		0.814331
3825		0.814379
3826		0.814428
3827		0.814476
3828		0.814263
3829		0.814312
3830		0.814099
3831		0.814148
3832		0.814196
3833		0.813984
3834		0.814032
3835		0.814081
3836		0.814129
3837		0.814178
3838		0.814226
3839		0.814275
3840		0.814323
3841		0.814371
3842		0.814420
3843		0.814468
3844		0.814516
3845		0.814564
3846		0.814613
3847		0.814661
3848		0.814449
3849		0.814497
3850		0.814545
3851		0.814594
3852		0.814382
3853		0.814171
3854		0.814219
3855		0.814267
3856		0.814056
3857		0.814104
3858		0.814152
3859		0.814201
3860		0.814249
3861		0.814297
3862		0.814345
3863		0.814393
3864		0.814441
3865		0.814489
3866		0.814537
3867		0.814585
3868		0.814633
3869		0.814422
3870		0.814470
3871		0.814518
3872		0.814566
3873		0.814614
3874		0.814662
3875		0.814710
3876		0.814499
3877		0.814547
3878		0.814595
3879		0.814643
3880		0.814691
3881		0.814481
3882		0.814529
3883		0.814576
3884		0.814624
3885		0.814672
3886		0.814720
3887		0.814767
3888		0.814815
3889		0.814862
3890		0.814653
3891		0.814701
3892		0.814748
3893		0.814796
3894		0.814843
3895		0.814891
3896		0.814938
3897		0.814986
3898		0.815033
3899		0.815081
3900		0.815128
3901		0.815176
3902		0.814967
3903		0.814758
3904		0.814805
3905		0.814853
3906		0.814900
3907		0.814948
3908		0.814995
3909		0.815042
3910		0.815090
3911		0.815137
3912		0.815184
3913		0.815231
3914		0.815278
3915		0.815326
3916		0.815117
3917		0.815165
3918		0.815212
3919		0.815259
3920		0.815306
3921		0.815098
3922		0.815145
3923		0.815192
3924		0.815240
3925		0.815287
3926		0.815334
3927		0.815381
3928		0.815428
3929		0.815475
3930		0.815522
3931		0.815569
3932		0.815615
3933		0.815662
3934		0.815709
3935		0.815756
3936		0.815803
3937		0.815850
3938		0.815896
3939		0.815943
3940		0.815736
3941		0.815783
3942		0.815830
3943		0.815876
3944		0.815923
3945		0.815970
3946		0.816016
3947		0.816063
3948		0.816109
3949		0.816156
3950		0.816203
3951		0.816249
3952		0.816296
3953		0.816342
3954		0.816388
3955		0.816435
3956		0.816229
3957		0.816275
3958		0.816321
3959		0.816115
3960		0.816162
3961		0.816208
3962		0.816254
3963		0.816301
3964		0.816347
3965		0.816393
3966		0.816440
3967		0.816486
3968		0.816532
3969		0.816327
3970		0.816373
3971		0.816419
3972		0.816465
3973		0.816511
3974		0.816558
3975		0.816604
3976		0.816650
3977		0.816445
3978		0.816491
3979		0.816537
3980		0.816583
3981		0.816629
3982		0.816675
3983		0.816470
3984		0.816516
3985		0.816562
3986		0.816608
3987		0.816654
3988		0.816700
3989		0.816746
3990		0.816541
3991		0.816587
3992		0.816633
3993		0.816679
3994		0.816725
3995		0.816771
3996		0.816817
3997		0.816863
3998		0.816908
3999		0.816704
4000		0.816750
4001		0.816796
4002		0.816842
4003		0.816887
4004		0.816683
4005		0.816729
4006		0.816775
4007		0.816821
4008		0.816866
4009		0.816912
4010		0.816708
4011		0.816505
4012		0.816550
4013		0.816596
4014		0.816642
4015		0.816687
4016		0.816733
4017		0.816779
4018		0.816575
4019		0.816372
4020		0.816418
4021		0.816464
4022		0.816509
4023		0.816306
4024		0.816103
4025		0.816149
4026		0.816195
4027		0.816240
4028		0.816038
4029		0.816083
4030		0.816129
4031		0.816175
4032		0.816220
4033		0.816266
4034		0.816311
4035		0.816357
4036		0.816402
4037		0.816200
4038		0.816246
4039		0.816044
4040		0.816089
4041		0.815887
4042		0.815933
4043		0.815978
4044		0.816024
4045		0.816069
4046		0.816115
4047		0.815913
4048		0.815958
4049		0.816004
4050		0.816049
4051		0.816095
4052		0.816140
4053		0.816186
4054		0.816231
4055		0.816276
4056		0.816075
4057		0.816120
4058		0.816166
4059		0.816211
4060		0.816010
4061		0.816055
4062		0.816100
4063		0.816146
4064		0.816191
4065		0.816236
4066		0.816281
4067		0.816327
4068		0.816372
4069		0.816171
4070		0.816216
4071		0.816261
4072		0.816306
4073		0.816352
4074		0.816397
4075		0.816442
4076		0.816487
4077		0.816286
4078		0.816332
4079		0.816131
4080		0.816176
4081		0.816222
4082		0.816267
4083		0.816312
4084		0.816357
4085		0.816401
4086		0.816446
4087		0.816247
4088		0.816047
4089		0.816092
4090		0.816137
4091		0.815937
4092		0.815982
4093		0.816027
4094		0.815828
4095		0.815873
4096		0.815674
4097		0.815475
4098		0.815520
4099		0.815565
4100		0.815366
4101		0.815411
4102		0.815456
4103		0.815501
4104		0.815546
4105		0.815591
4106		0.815636
4107		0.815681
4108		0.815725
4109		0.815770
4110		0.815815
4111		0.815860
4112		0.815905
4113		0.815949
4114		0.815994
4115		0.816039
4116		0.815841
4117		0.815885
4118		0.815930
4119		0.815975
4120		0.816019
4121		0.816064
4122		0.816109
4123		0.816153
4124		0.816198
4125		0.816242
4126		0.816287
4127		0.816331
4128		0.816376
4129		0.816420
4130		0.816465
4131		0.816267
4132		0.816312
4133		0.816356
4134		0.816401
4135		0.816445
4136		0.816489
4137		0.816534
4138		0.816578
4139		0.816622
4140		0.816425
4141		0.816469
4142		0.816272
4143		0.816075
4144		0.816120
4145		0.816164
4146		0.816208
4147		0.816253
4148		0.816297
4149		0.816341
4150		0.816145
4151		0.816189
4152		0.815992
4153		0.816037
4154		0.816081
4155		0.816125
4156		0.816169
4157		0.816214
4158		0.816258
4159		0.816302
4160		0.816346
4161		0.816390
4162		0.816434
4163		0.816479
4164		0.816523
4165		0.816567
4166		0.816611
4167		0.816415
4168		0.816459
4169		0.816263
4170		0.816307
4171		0.816351
4172		0.816155
4173		0.816199
4174		0.816243
4175		0.816287
4176		0.816331
4177		0.816375
4178		0.816419
4179		0.816463
4180		0.816507
4181		0.816551
4182		0.816595
4183		0.816639
4184		0.816683
4185		0.816726
4186		0.816770
4187		0.816575
4188		0.816619
4189		0.816663
4190		0.816706
4191		0.816750
4192		0.816794
4193		0.816838
4194		0.816881
4195		0.816687
4196		0.816730
4197		0.816774
4198		0.816579
4199		0.816623
4200		0.816667
4201		0.816710
4202		0.816754
4203		0.816798
4204		0.816841
4205		0.816885
4206		0.816928
4207		0.816972
4208		0.817015
4209		0.817059
4210		0.817102
4211		0.817146
4212		0.817189
4213		0.816995
4214		0.817038
4215		0.816845
4216		0.816651
4217		0.816694
4218		0.816738
4219		0.816544
4220		0.816588
4221		0.816631
4222		0.816675
4223		0.816718
4224		0.816761
4225		0.816568
4226		0.816611
4227		0.816418
4228		0.816462
4229		0.816269
4230		0.816312
4231		0.816355
4232		0.816399
4233		0.816206
4234		0.816013
4235		0.816057
4236		0.816100
4237		0.816143
4238		0.816187
4239		0.816230
4240		0.816274
4241		0.816317
4242		0.816124
4243		0.816168
4244		0.816211
4245		0.816254
4246		0.816062
4247		0.815870
4248		0.815913
4249		0.815957
4250		0.816000
4251		0.815808
4252		0.815851
4253		0.815895
4254		0.815938
4255		0.815981
4256		0.816024
4257		0.816068
4258		0.816111
4259		0.816154
4260		0.816197
4261		0.816240
4262		0.816283
4263		0.816327
4264		0.816135
4265		0.816178
4266		0.816221
4267		0.816264
4268		0.816307
4269		0.816350
4270		0.816393
4271		0.816436
4272		0.816479
4273		0.816522
4274		0.816565
4275		0.816608
4276		0.816651
4277		0.816694
4278		0.816503
4279		0.816546
4280		0.816589
4281		0.816632
4282		0.816674
4283		0.816717
4284		0.816760
4285		0.816803
4286		0.816846
4287		0.816888
4288		0.816698
4289		0.816740
4290		0.816783
4291		0.816826
4292		0.816869
4293		0.816678
4294		0.816721
4295		0.816531
4296		0.816574
4297		0.816384
4298		0.816426
4299		0.816236
4300		0.816279
4301		0.816322
4302		0.816364
4303		0.816407
4304		0.816450
4305		0.816492
4306		0.816535
4307		0.816345
4308		0.816388
4309		0.816431
4310		0.816241
4311		0.816284
4312		0.816095
4313		0.815905
4314		0.815948
4315		0.815991
4316		0.816033
4317		0.815844
4318		0.815887
4319		0.815698
4320		0.815741
4321		0.815783
4322		0.815826
4323		0.815869
4324		0.815911
4325		0.815723
4326		0.815765
4327		0.815808
4328		0.815619
4329		0.815662
4330		0.815704
4331		0.815747
4332		0.815789
4333		0.815832
4334		0.815874
4335		0.815917
4336		0.815959
4337		0.816002
4338		0.816044
4339		0.816087
4340		0.816129
4341		0.815941
4342		0.815983
4343		0.816026
4344		0.816068
4345		0.816110
4346		0.816153
4347		0.815965
4348		0.816007
4349		0.816050
4350		0.816092
4351		0.816134
4352		0.816176
4353		0.815989
4354		0.816031
4355		0.816073
4356		0.816116
4357		0.815928
4358		0.815971
4359		0.815783
4360		0.815826
4361		0.815868
4362		0.815910
4363		0.815723
4364		0.815536
4365		0.815578
4366		0.815621
4367		0.815434
4368		0.815247
4369		0.815290
4370		0.815332
4371		0.815374
4372		0.815416
4373		0.815458
4374		0.815501
4375		0.815543
4376		0.815585
4377		0.815627
4378		0.815669
4379		0.815483
4380		0.815525
4381		0.815339
4382		0.815381
4383		0.815195
4384		0.815009
4385		0.814823
4386		0.814865
4387		0.814908
4388		0.814950
4389		0.814992
4390		0.815034
4391		0.814849
4392		0.814891
4393		0.814933
4394		0.814747
4395		0.814790
4396		0.814832
4397		0.814874
4398		0.814916
4399		0.814731
4400		0.814773
4401		0.814815
4402		0.814630
4403		0.814672
4404		0.814487
4405		0.814529
4406		0.814571
4407		0.814613
4408		0.814655
4409		0.814697
4410		0.814739
4411		0.814781
4412		0.814823
4413		0.814865
4414		0.814907
4415		0.814949
4416		0.814991
4417		0.815033
4418		0.815075
4419		0.815117
4420		0.815158
4421		0.814974
4422		0.815016
4423		0.815058
4424		0.815099
4425		0.815141
4426		0.815183
4427		0.815225
4428		0.815266
4429		0.815308
4430		0.815350
4431		0.815392
4432		0.815433
4433		0.815249
4434		0.815291
4435		0.815107
4436		0.814923
4437		0.814965
4438		0.815007
4439		0.815048
4440		0.815090
4441		0.815132
4442		0.815173
4443		0.815215
4444		0.815032
4445		0.815073
4446		0.814890
4447		0.814931
4448		0.814973
4449		0.815015
4450		0.815056
4451		0.814873
4452		0.814915
4453		0.814956
4454		0.814773
4455		0.814815
4456		0.814856
4457		0.814898
4458		0.814715
4459		0.814757
4460		0.814798
4461		0.814840
4462		0.814657
4463		0.814699
4464		0.814516
4465		0.814558
4466		0.814599
4467		0.814641
4468		0.814682
4469		0.814724
4470		0.814765
4471		0.814807
4472		0.814848
4473		0.814889
4474		0.814931
4475		0.814972
4476		0.815013
4477		0.814831
4478		0.814873
4479		0.814914
4480		0.814955
4481		0.814997
4482		0.814815
4483		0.814856
4484		0.814674
4485		0.814716
4486		0.814757
4487		0.814798
4488		0.814840
4489		0.814881
4490		0.814922
4491		0.814963
4492		0.815004
4493		0.815046
4494		0.815087
4495		0.815128
4496		0.815169
4497		0.815210
4498		0.815251
4499		0.815292
4500		0.815333
4501		0.815374
4502		0.815415
4503		0.815456
4504		0.815497
4505		0.815538
4506		0.815579
4507		0.815620
4508		0.815439
4509		0.815258
4510		0.815299
4511		0.815340
4512		0.815381
4513		0.815422
4514		0.815463
4515		0.815282
4516		0.815323
4517		0.815364
4518		0.815405
4519		0.815446
4520		0.815487
4521		0.815528
4522		0.815568
4523		0.815609
4524		0.815650
4525		0.815470
4526		0.815510
4527		0.815551
4528		0.815592
4529		0.815412
4530		0.815453
4531		0.815273
4532		0.815313
4533		0.815354
4534		0.815395
4535		0.815436
4536		0.815476
4537		0.815517
4538		0.815558
4539		0.815598
4540		0.815639
4541		0.815679
4542		0.815720
4543		0.815761
4544		0.815581
4545		0.815402
4546		0.815442
4547		0.815483
4548		0.815523
4549		0.815564
4550		0.815604
4551		0.815645
4552		0.815466
4553		0.815506
4554		0.815547
4555		0.815368
4556		0.815408
4557		0.815449
4558		0.815489
4559		0.815530
4560		0.815570
4561		0.815611
4562		0.815651
4563		0.815691
4564		0.815732
4565		0.815772
4566		0.815813
4567		0.815853
4568		0.815893
4569		0.815715
4570		0.815755
4571		0.815795
4572		0.815836
4573		0.815876
4574		0.815916
4575		0.815956
4576		0.815997
4577		0.816037
4578		0.816077
4579		0.815899
4580		0.815939
4581		0.815979
4582		0.816019
4583		0.816059
4584		0.816099
4585		0.816140
4586		0.816180
4587		0.816220
4588		0.816260
4589		0.816300
4590		0.816340
4591		0.816380
4592		0.816202
4593		0.816242
4594		0.816064
4595		0.816104
4596		0.816144
4597		0.815967
4598		0.816007
4599		0.816047
4600		0.816087
4601		0.815910
4602		0.815950
4603		0.815990
4604		0.816030
4605		0.815852
4606		0.815892
4607		0.815715
4608		0.815755
4609		0.815795
4610		0.815618
4611		0.815441
4612		0.815481
4613		0.815521
4614		0.815561
4615		0.815601
4616		0.815641
4617		0.815681
4618		0.815721
4619		0.815544
4620		0.815584
4621		0.815624
4622		0.815664
4623		0.815704
4624		0.815744
4625		0.815784
4626		0.815824
4627		0.815863
4628		0.815903
4629		0.815943
4630		0.815983
4631		0.816022
4632		0.816062
4633		0.816102
4634		0.816142
4635		0.816181
4636		0.816221
4637		0.816261
4638		0.816300
4639		0.816340
4640		0.816379
4641		0.816419
4642		0.816458
4643		0.816498
4644		0.816537
4645		0.816362
4646		0.816401
4647		0.816441
4648		0.816480
4649		0.816520
4650		0.816559
4651		0.816599
4652		0.816638
4653		0.816677
4654		0.816717
4655		0.816756
4656		0.816796
4657		0.816620
4658		0.816445
4659		0.816484
4660		0.816524
4661		0.816348
4662		0.816388
4663		0.816427
4664		0.816467
4665		0.816506
4666		0.816545
4667		0.816585
4668		0.816624
4669		0.816449
4670		0.816488
4671		0.816528
4672		0.816567
4673		0.816606
4674		0.816645
4675		0.816471
4676		0.816510
4677		0.816549
4678		0.816588
4679		0.816627
4680		0.816667
4681		0.816706
4682		0.816745
4683		0.816784
4684		0.816610
4685		0.816649
4686		0.816688
4687		0.816727
4688		0.816766
4689		0.816805
4690		0.816844
4691		0.816883
4692		0.816922
4693		0.816748
4694		0.816787
4695		0.816826
4696		0.816865
4697		0.816904
4698		0.816943
4699		0.816982
4700		0.817021
4701		0.817060
4702		0.817099
4703		0.817138
4704		0.817177
4705		0.817216
4706		0.817255
4707		0.817293
4708		0.817332
4709		0.817371
4710		0.817197
4711		0.817236
4712		0.817275
4713		0.817314
4714		0.817353
4715		0.817391
4716		0.817430
4717		0.817469
4718		0.817507
4719		0.817546
4720		0.817585
4721		0.817623
4722		0.817662
4723		0.817701
4724		0.817739
4725		0.817778
4726		0.817816
4727		0.817855
4728		0.817893
4729		0.817932
4730		0.817970
4731		0.818009
4732		0.818047
4733		0.818086
4734		0.818124
4735		0.818163
4736		0.818201
4737		0.818028
4738		0.818067
4739		0.818105
4740		0.818143
4741		0.818182
4742		0.818009
4743		0.818048
4744		0.818086
4745		0.818124
4746		0.818163
4747		0.818201
4748		0.818239
4749		0.818067
4750		0.818105
4751		0.818144
4752		0.818182
4753		0.818220
4754		0.818258
4755		0.818297
4756		0.818335
4757		0.818373
4758		0.818411
4759		0.818449
4760		0.818487
4761		0.818526
4762		0.818354
4763		0.818392
4764		0.818430
4765		0.818258
4766		0.818296
4767		0.818334
4768		0.818163
4769		0.818201
4770		0.818029
4771		0.818067
4772		0.817896
4773		0.817934
4774		0.817972
4775		0.818010
4776		0.818049
4777		0.818087
4778		0.817915
4779		0.817954
4780		0.817992
4781		0.818030
4782		0.817859
4783		0.817897
4784		0.817935
4785		0.817973
4786		0.818011
4787		0.818049
4788		0.818087
4789		0.818125
4790		0.818163
4791		0.818201
4792		0.818239
4793		0.818068
4794		0.818106
4795		0.817935
4796		0.817973
4797		0.818011
4798		0.818049
4799		0.818087
4800		0.818125
4801		0.818163
4802		0.818201
4803		0.818030
4804		0.818068
4805		0.818106
4806		0.817936
4807		0.817974
4808		0.817804
4809		0.817842
4810		0.817879
4811		0.817709
4812		0.817747
4813		0.817785
4814		0.817823
4815		0.817861
4816		0.817899
4817		0.817936
4818		0.817974
4819		0.817805
4820		0.817635
4821		0.817673
4822		0.817710
4823		0.817748
4824		0.817786
4825		0.817824
4826		0.817862
4827		0.817899
4828		0.817937
4829		0.817975
4830		0.818012
4831		0.817843
4832		0.817881
4833		0.817918
4834		0.817956
4835		0.817787
4836		0.817618
4837		0.817656
4838		0.817693
4839		0.817731
4840		0.817769
4841		0.817806
4842		0.817844
4843		0.817675
4844		0.817713
4845		0.817750
4846		0.817788
4847		0.817825
4848		0.817863
4849		0.817901
4850		0.817938
4851		0.817976
4852		0.818013
4853		0.818051
4854		0.818088
4855		0.818126
4856		0.818163
4857		0.817995
4858		0.818032
4859		0.817864
4860		0.817901
4861		0.817939
4862		0.817770
4863		0.817808
4864		0.817640
4865		0.817677
4866		0.817715
4867		0.817752
4868		0.817790
4869		0.817827
4870		0.817864
4871		0.817902
4872		0.817939
4873		0.817977
4874		0.818014
4875		0.818051
4876		0.818089
4877		0.818126
4878		0.818163
4879		0.818200
4880		0.818238
4881		0.818275
4882		0.818312
4883		0.818349
4884		0.818387
4885		0.818219
4886		0.818256
4887		0.818293
4888		0.818331
4889		0.818368
4890		0.818405
4891		0.818442
4892		0.818479
4893		0.818516
4894		0.818553
4895		0.818590
4896		0.818627
4897		0.818664
4898		0.818702
4899		0.818739
4900		0.818776
4901		0.818812
4902		0.818849
4903		0.818886
4904		0.818923
4905		0.818960
4906		0.818997
4907		0.819034
4908		0.819071
4909		0.818904
4910		0.818941
4911		0.818978
4912		0.819015
4913		0.818848
4914		0.818885
4915		0.818922
4916		0.818959
4917		0.818995
4918		0.819032
4919		0.819069
4920		0.819106
4921		0.819142
4922		0.819179
4923		0.819216
4924		0.819253
4925		0.819289
4926		0.819326
4927		0.819363
4928		0.819196
4929		0.819030
4930		0.819067
4931		0.819104
4932		0.818938
4933		0.818974
4934		0.818808
4935		0.818642
4936		0.818679
4937		0.818716
4938		0.818753
4939		0.818789
4940		0.818826
4941		0.818863
4942		0.818697
4943		0.818734
4944		0.818770
4945		0.818807
4946		0.818844
4947		0.818880
4948		0.818917
4949		0.818953
4950		0.818990
4951		0.819026
4952		0.819063
4953		0.819100
4954		0.819136
4955		0.819173
4956		0.819209
4957		0.819246
4958		0.819282
4959		0.819318
4960		0.819355
4961		0.819391
4962		0.819428
4963		0.819464
4964		0.819500
4965		0.819537
4966		0.819573
4967		0.819609
4968		0.819646
4969		0.819682
4970		0.819718
4971		0.819755
4972		0.819791
4973		0.819827
4974		0.819863
4975		0.819899
4976		0.819936
4977		0.819972
4978		0.820008
4979		0.820044
4980		0.820080
4981		0.820116
4982		0.820153
4983		0.820189
4984		0.820225
4985		0.820261
4986		0.820297
4987		0.820333
4988		0.820369
4989		0.820405
4990		0.820240
4991		0.820076
4992		0.819912
4993		0.819748
4994		0.819784
4995		0.819820
4996		0.819856
4997		0.819892
4998		0.819928
4999		0.819964
5000		0.819800
5000		0.819800
