Games	% won
1873		0.809931
1874		0.809498
1875		0.809067
1876		0.808635
1877		0.808737
1878		0.808839
1879		0.808941
1880		0.809043
1881		0.809144
1882		0.809245
1883		0.809347
1884		0.808917
1885		0.809019
1886		0.809120
1887		0.809221
1888		0.809322
1889		0.808894
1890		0.808995
1891		0.809096
1892		0.809197
1893		0.808769
1894		0.808870
1895		0.808443
1896		0.808544
1897		0.808118
1898		0.807692
1899		0.807794
1900		0.807895
1901		0.807996
1902		0.807571
1903		0.807672
1904		0.807773
1905		0.807874
1906		0.807975
1907		0.808076
1908		0.808176
1909		0.808277
1910		0.808377
1911		0.808477
1912		0.808577
1913		0.808677
1914		0.808777
1915		0.808877
1916		0.808977
1917		0.809077
1918		0.808655
1919		0.808233
1920		0.808333
1921		0.808433
1922		0.808533
1923		0.808632
1924		0.808732
1925		0.808831
1926		0.808930
1927		0.808511
1928		0.808610
1929		0.808709
1930		0.808808
1931		0.808907
1932		0.809006
1933		0.808588
1934		0.808687
1935		0.808786
1936		0.808884
1937		0.808983
1938		0.809082
1939		0.809180
1940		0.809278
1941		0.809377
1942		0.809475
1943		0.809573
1944		0.809671
1945		0.809769
1946		0.809866
1947		0.809964
1948		0.810062
1949		0.810159
1950		0.809744
1951		0.809841
1952		0.809939
1953		0.810036
1954		0.809621
1955		0.809207
1956		0.809305
1957		0.809402
1958		0.809499
1959		0.809597
1960		0.809694
1961		0.809791
1962		0.809888
1963		0.809985
1964		0.810081
1965		0.810178
1966		0.809766
1967		0.809863
1968		0.809959
1969		0.810056
1970		0.810152
1971		0.810249
1972		0.810345
1973		0.810441
1974		0.810537
1975		0.810633
1976		0.810729
1977		0.810824
1978		0.810920
1979		0.811016
1980		0.811111
1981		0.811206
1982		0.811302
1983		0.811397
1984		0.810988
1985		0.811083
1986		0.811178
1987		0.810770
1988		0.810865
1989		0.810960
1990		0.811055
1991		0.811150
1992		0.811245
1993		0.811340
1994		0.811434
1995		0.811529
1996		0.811122
1997		0.811217
1998		0.811311
1999		0.810905
2000		0.810500
2001		0.810595
2002		0.810689
2003		0.810285
2004		0.810379
2005		0.810474
2006		0.810568
2007		0.810663
2008		0.810757
2009		0.810851
2010		0.810945
2011		0.811039
2012		0.811133
2013		0.811227
2014		0.811321
2015		0.811414
2016		0.811508
2017		0.811601
2018		0.811695
2019		0.811788
2020		0.811881
2021		0.811974
2022		0.812067
2023		0.812160
2024		0.812253
2025		0.811852
2026		0.811945
2027		0.812037
2028		0.812130
2029		0.812223
2030		0.811823
2031		0.811423
2032		0.811516
2033		0.811608
2034		0.811701
2035		0.811302
2036		0.811395
2037		0.811487
2038		0.811580
2039		0.811672
2040		0.811275
2041		0.811367
2042		0.811459
2043		0.811552
2044		0.811644
2045		0.811736
2046		0.811828
2047		0.811920
2048		0.812012
2049		0.812103
2050		0.812195
2051		0.812287
2052		0.812378
2053		0.812470
2054		0.812561
2055		0.812652
2056		0.812743
2057		0.812834
2058		0.812925
2059		0.813016
2060		0.813107
2061		0.813197
2062		0.813288
2063		0.813379
2064		0.812984
2065		0.812591
2066		0.812682
2067		0.812772
2068		0.812863
2069		0.812470
2070		0.812560
2071		0.812651
2072		0.812259
2073		0.812349
2074		0.811958
2075		0.812048
2076		0.812139
2077		0.812229
2078		0.812320
2079		0.812410
2080		0.812500
2081		0.812590
2082		0.812680
2083		0.812770
2084		0.812860
2085		0.812950
2086		0.813039
2087		0.813129
2088		0.813218
2089		0.813308
2090		0.813397
2091		0.813486
2092		0.813576
2093		0.813665
2094		0.813754
2095		0.813842
2096		0.813931
2097		0.813543
2098		0.813632
2099		0.813721
2100		0.813810
2101		0.813898
2102		0.813987
2103		0.814075
2104		0.814163
2105		0.813777
2106		0.813865
2107		0.813479
2108		0.813567
2109		0.813182
2110		0.812796
2111		0.812885
2112		0.812973
2113		0.813062
2114		0.813150
2115		0.813239
2116		0.813327
2117		0.813415
2118		0.813503
2119		0.813119
2120		0.813208
2121		0.813296
2122		0.813384
2123		0.813472
2124		0.813089
2125		0.813176
2126		0.813264
2127		0.813352
2128		0.813440
2129		0.813527
2130		0.813615
2131		0.813702
2132		0.813790
2133		0.813408
2134		0.813496
2135		0.813583
2136		0.813670
2137		0.813758
2138		0.813845
2139		0.813932
2140		0.813551
2141		0.813638
2142		0.813259
2143		0.813346
2144		0.812966
2145		0.813054
2146		0.812675
2147		0.812296
2148		0.811918
2149		0.812006
2150		0.812093
2151		0.811715
2152		0.811803
2153		0.811890
2154		0.811978
2155		0.812065
2156		0.812152
2157		0.812239
2158		0.812326
2159		0.812413
2160		0.812500
2161		0.812587
2162		0.812673
2163		0.812298
2164		0.812384
2165		0.812471
2166		0.812558
2167		0.812644
2168		0.812731
2169		0.812356
2170		0.812442
2171		0.812529
2172		0.812615
2173		0.812701
2174		0.812787
2175		0.812414
2176		0.812500
2177		0.812586
2178		0.812672
2179		0.812299
2180		0.812385
2181		0.812013
2182		0.812099
2183		0.812185
2184		0.812271
2185		0.812357
2186		0.812443
2187		0.812529
2188		0.812614
2189		0.812700
2190		0.812785
2191		0.812871
2192		0.812956
2193		0.813041
2194		0.813127
2195		0.813212
2196		0.813297
2197		0.813382
2198		0.813012
2199		0.813097
2200		0.812727
2201		0.812812
2202		0.812897
2203		0.812982
2204		0.813067
2205		0.813152
2206		0.813237
2207		0.813321
2208		0.813406
2209		0.813490
2210		0.813575
2211		0.813659
2212		0.813743
2213		0.813827
2214		0.813911
2215		0.813544
2216		0.813628
2217		0.813712
2218		0.813796
2219		0.813880
2220		0.813964
2221		0.814048
2222		0.813681
2223		0.813765
2224		0.813849
2225		0.813933
2226		0.814016
2227		0.813651
2228		0.813285
2229		0.813369
2230		0.813453
2231		0.813537
2232		0.813620
2233		0.813704
2234		0.813787
2235		0.813423
2236		0.813059
2237		0.812696
2238		0.812779
2239		0.812863
2240		0.812500
2241		0.812584
2242		0.812667
2243		0.812751
2244		0.812834
2245		0.812918
2246		0.813001
2247		0.813084
2248		0.813167
2249		0.813250
2250		0.812889
2251		0.812528
2252		0.812611
2253		0.812694
2254		0.812777
2255		0.812860
2256		0.812943
2257		0.813026
2258		0.812666
2259		0.812749
2260		0.812832
2261		0.812915
2262		0.812997
2263		0.813080
2264		0.813163
2265		0.812804
2266		0.812886
2267		0.812969
2268		0.813051
2269		0.812693
2270		0.812775
2271		0.812417
2272		0.812500
2273		0.812143
2274		0.812225
2275		0.812308
2276		0.812390
2277		0.812473
2278		0.812555
2279		0.812198
2280		0.812281
2281		0.812363
2282		0.812445
2283		0.812089
2284		0.812172
2285		0.811816
2286		0.811899
2287		0.811981
2288		0.812063
2289		0.812145
2290		0.812227
2291		0.811873
2292		0.811955
2293		0.811601
2294		0.811683
2295		0.811765
2296		0.811847
2297		0.811929
2298		0.812010
2299		0.812092
2300		0.811739
2301		0.811821
2302		0.811903
2303		0.811984
2304		0.812066
2305		0.812148
2306		0.812229
2307		0.812310
2308		0.811958
2309		0.812040
2310		0.812121
2311		0.812203
2312		0.812284
2313		0.812365
2314		0.812446
2315		0.812527
2316		0.812608
2317		0.812689
2318		0.812770
2319		0.812850
2320		0.812931
2321		0.813012
2322		0.813092
2323		0.812742
2324		0.812823
2325		0.812903
2326		0.812984
2327		0.813064
2328		0.813144
2329		0.812795
2330		0.812876
2331		0.812956
2332		0.813036
2333		0.813116
2334		0.813196
2335		0.813276
2336		0.813356
2337		0.813436
2338		0.813516
2339		0.813596
2340		0.813675
2341		0.813755
2342		0.813834
2343		0.813914
2344		0.813993
2345		0.813646
2346		0.813725
2347		0.813805
2348		0.813884
2349		0.813963
2350		0.814043
2351		0.814122
2352		0.814201
2353		0.814280
2354		0.814359
2355		0.814013
2356		0.814092
2357		0.814171
2358		0.814249
2359		0.814328
2360		0.814407
2361		0.814485
2362		0.814564
2363		0.814642
2364		0.814721
2365		0.814799
2366		0.814877
2367		0.814956
2368		0.815034
2369		0.815112
2370		0.815190
2371		0.815268
2372		0.815346
2373		0.815002
2374		0.815080
2375		0.815158
2376		0.815236
2377		0.815313
2378		0.815391
2379		0.815469
2380		0.815546
2381		0.815624
2382		0.815701
2383		0.815359
2384		0.815436
2385		0.815514
2386		0.815591
2387		0.815668
2388		0.815745
2389		0.815823
2390		0.815481
2391		0.815558
2392		0.815635
2393		0.815712
2394		0.815789
2395		0.815866
2396		0.815943
2397		0.816020
2398		0.816097
2399		0.816173
2400		0.816250
2401		0.816327
2402		0.816403
2403		0.816479
2404		0.816140
2405		0.816216
2406		0.816293
2407		0.816369
2408		0.816030
2409		0.816106
2410		0.816183
2411		0.816259
2412		0.816335
2413		0.816411
2414		0.816073
2415		0.815735
2416		0.815811
2417		0.815887
2418		0.815964
2419		0.816040
2420		0.816116
2421		0.816192
2422		0.816268
2423		0.816343
2424		0.816419
2425		0.816495
2426		0.816570
2427		0.816646
2428		0.816722
2429		0.816797
2430		0.816872
2431		0.816948
2432		0.817023
2433		0.817098
2434		0.817173
2435		0.817248
2436		0.817323
2437		0.817398
2438		0.817473
2439		0.817138
2440		0.817213
2441		0.816878
2442		0.816953
2443		0.817028
2444		0.817103
2445		0.817178
2446		0.816844
2447		0.816919
2448		0.816585
2449		0.816660
2450		0.816735
2451		0.816401
2452		0.816476
2453		0.816551
2454		0.816626
2455		0.816701
2456		0.816775
2457		0.816850
2458		0.816924
2459		0.816999
2460		0.816667
2461		0.816335
2462		0.816409
2463		0.816484
2464		0.816153
2465		0.816227
2466		0.816302
2467		0.816376
2468		0.816451
2469		0.816525
2470		0.816599
2471		0.816673
2472		0.816343
2473		0.816013
2474		0.816087
2475		0.816162
2476		0.815832
2477		0.815906
2478		0.815981
2479		0.816055
2480		0.816129
2481		0.816203
2482		0.815874
2483		0.815948
2484		0.816023
2485		0.816097
2486		0.816171
2487		0.816244
2488		0.815916
2489		0.815990
2490		0.816064
2491		0.816138
2492		0.815811
2493		0.815884
2494		0.815958
2495		0.816032
2496		0.815705
2497		0.815779
2498		0.815452
2499		0.815526
2500		0.815600
2501		0.815674
2502		0.815348
2503		0.815421
2504		0.815495
2505		0.815170
2506		0.815243
2507		0.815317
2508		0.814992
2509		0.815066
2510		0.815139
2511		0.815213
2512		0.815287
2513		0.815360
2514		0.815434
2515		0.815507
2516		0.815580
2517		0.815654
2518		0.815727
2519		0.815800
2520		0.815873
2521		0.815946
2522		0.816019
2523		0.816092
2524		0.815769
2525		0.815446
2526		0.815519
2527		0.815592
2528		0.815665
2529		0.815737
2530		0.815810
2531		0.815488
2532		0.815561
2533		0.815634
2534		0.815706
2535		0.815779
2536		0.815852
2537		0.815924
2538		0.815997
2539		0.816069
2540		0.815748
2541		0.815821
2542		0.815893
2543		0.815965
2544		0.816038
2545		0.816110
2546		0.816182
2547		0.815862
2548		0.815934
2549		0.816006
2550		0.816078
2551		0.816151
2552		0.816223
2553		0.816295
2554		0.816366
2555		0.816047
2556		0.816119
2557		0.816191
2558		0.816263
2559		0.816335
2560		0.816406
2561		0.816478
2562		0.816159
2563		0.816231
2564		0.816303
2565		0.816374
2566		0.816446
2567		0.816517
2568		0.816589
2569		0.816660
2570		0.816732
2571		0.816803
2572		0.816874
2573		0.816945
2574		0.817016
2575		0.817087
2576		0.817158
2577		0.817229
2578		0.816912
2579		0.816596
2580		0.816667
2581		0.816738
2582		0.816809
2583		0.816880
2584		0.816950
2585		0.817021
2586		0.817092
2587		0.817163
2588		0.817233
2589		0.817304
2590		0.816988
2591		0.817059
2592		0.817130
2593		0.816815
2594		0.816885
2595		0.816956
2596		0.816641
2597		0.816712
2598		0.816782
2599		0.816853
2600		0.816538
2601		0.816609
2602		0.816679
2603		0.816750
2604		0.816820
2605		0.816507
2606		0.816577
2607		0.816264
2608		0.816334
2609		0.816021
2610		0.816092
2611		0.816162
2612		0.816233
2613		0.816303
2614		0.816373
2615		0.816444
2616		0.816514
2617		0.816584
2618		0.816654
2619		0.816724
2620		0.816794
2621		0.816864
2622		0.816552
2623		0.816622
2624		0.816692
2625		0.816381
2626		0.816451
2627		0.816140
2628		0.815830
2629		0.815900
2630		0.815970
2631		0.816040
2632		0.816109
2633		0.816179
2634		0.816249
2635		0.815939
2636		0.816009
2637		0.815700
2638		0.815390
2639		0.815081
2640		0.814773
2641		0.814843
2642		0.814913
2643		0.814983
2644		0.815053
2645		0.814745
2646		0.814815
2647		0.814885
2648		0.814955
2649		0.815025
2650		0.815094
2651		0.815164
2652		0.815234
2653		0.815303
2654		0.814996
2655		0.814689
2656		0.814759
2657		0.814829
2658		0.814898
2659		0.814968
2660		0.815038
2661		0.815107
2662		0.814801
2663		0.814870
2664		0.814940
2665		0.815009
2666		0.815079
2667		0.815148
2668		0.815217
2669		0.815287
2670		0.814981
2671		0.814676
2672		0.814746
2673		0.814815
2674		0.814884
2675		0.814953
2676		0.815022
2677		0.815092
2678		0.815161
2679		0.815230
2680		0.815299
2681		0.815367
2682		0.815436
2683		0.815505
2684		0.815574
2685		0.815642
2686		0.815711
2687		0.815408
2688		0.815104
2689		0.814801
2690		0.814870
2691		0.814939
2692		0.814636
2693		0.814333
2694		0.814402
2695		0.814471
2696		0.814540
2697		0.814609
2698		0.814678
2699		0.814746
2700		0.814444
2701		0.814143
2702		0.814212
2703		0.814280
2704		0.814349
2705		0.814418
2706		0.814486
2707		0.814185
2708		0.814254
2709		0.814323
2710		0.814022
2711		0.813722
2712		0.813791
2713		0.813491
2714		0.813559
2715		0.813628
2716		0.813328
2717		0.813397
2718		0.813098
2719		0.813167
2720		0.813235
2721		0.813304
2722		0.813373
2723		0.813441
2724		0.813510
2725		0.813578
2726		0.813646
2727		0.813715
2728		0.813783
2729		0.813851
2730		0.813919
2731		0.813988
2732		0.814056
2733		0.813758
2734		0.813826
2735		0.813894
2736		0.813962
2737		0.814030
2738		0.814098
2739		0.814166
2740		0.814234
2741		0.814301
2742		0.814004
2743		0.814072
2744		0.814140
2745		0.814208
2746		0.814275
2747		0.814343
2748		0.814410
2749		0.814478
2750		0.814182
2751		0.814249
2752		0.814317
2753		0.814384
2754		0.814452
2755		0.814519
2756		0.814586
2757		0.814291
2758		0.814358
2759		0.814426
2760		0.814493
2761		0.814560
2762		0.814265
2763		0.814332
2764		0.814399
2765		0.814467
2766		0.814534
2767		0.814601
2768		0.814668
2769		0.814735
2770		0.814801
2771		0.814868
2772		0.814935
2773		0.815002
2774		0.815068
2775		0.815135
2776		0.815202
2777		0.815268
2778		0.815335
2779		0.815401
2780		0.815468
2781		0.815534
2782		0.815600
2783		0.815667
2784		0.815733
2785		0.815440
2786		0.815147
2787		0.815213
2788		0.815280
2789		0.815346
2790		0.815412
2791		0.815478
2792		0.815544
2793		0.815610
2794		0.815676
2795		0.815742
2796		0.815808
2797		0.815874
2798		0.815940
2799		0.816006
2800		0.816071
2801		0.816137
2802		0.816203
2803		0.816268
2804		0.816334
2805		0.816399
2806		0.816465
2807		0.816530
2808		0.816595
2809		0.816661
2810		0.816726
2811		0.816791
2812		0.816856
2813		0.816566
2814		0.816276
2815		0.816341
2816		0.816406
2817		0.816471
2818		0.816537
2819		0.816247
2820		0.815957
2821		0.816023
2822		0.816088
2823		0.816153
2824		0.816218
2825		0.815929
2826		0.815994
2827		0.816059
2828		0.816124
2829		0.816189
2830		0.816254
2831		0.816319
2832		0.816384
2833		0.816449
2834		0.816514
2835		0.816578
2836		0.816643
2837		0.816708
2838		0.816420
2839		0.816485
2840		0.816549
2841		0.816614
2842		0.816678
2843		0.816391
2844		0.816104
2845		0.816169
2846		0.816233
2847		0.816298
2848		0.816011
2849		0.815725
2850		0.815789
2851		0.815854
2852		0.815919
2853		0.815983
2854		0.816048
2855		0.816112
2856		0.816176
2857		0.815891
2858		0.815955
2859		0.816020
2860		0.815734
2861		0.815449
2862		0.815514
2863		0.815578
2864		0.815642
2865		0.815707
2866		0.815771
2867		0.815835
2868		0.815900
2869		0.815964
2870		0.816028
2871		0.815744
2872		0.815808
2873		0.815524
2874		0.815240
2875		0.814957
2876		0.815021
2877		0.815085
2878		0.815149
2879		0.815214
2880		0.815278
2881		0.815342
2882		0.815406
2883		0.815470
2884		0.815187
2885		0.815251
2886		0.815315
2887		0.815379
2888		0.815443
2889		0.815507
2890		0.815571
2891		0.815289
2892		0.815353
2893		0.815417
2894		0.815135
2895		0.815199
2896		0.814917
2897		0.814981
2898		0.815045
2899		0.815109
2900		0.815172
2901		0.814891
2902		0.814955
2903		0.815019
2904		0.815083
2905		0.815146
2906		0.815210
2907		0.815273
2908		0.814993
2909		0.815057
2910		0.815120
2911		0.815184
2912		0.815247
2913		0.815311
2914		0.815374
2915		0.815437
2916		0.815501
2917		0.815564
2918		0.815627
2919		0.815690
2920		0.815753
2921		0.815817
2922		0.815537
2923		0.815600
2924		0.815663
2925		0.815726
2926		0.815789
2927		0.815852
2928		0.815915
2929		0.815637
2930		0.815700
2931		0.815763
2932		0.815484
2933		0.815547
2934		0.815610
2935		0.815673
2936		0.815736
2937		0.815798
2938		0.815861
2939		0.815924
2940		0.815986
2941		0.816049
2942		0.816111
2943		0.816174
2944		0.816236
2945		0.816299
2946		0.816361
2947		0.816423
2948		0.816486
2949		0.816548
2950		0.816610
2951		0.816333
2952		0.816396
2953		0.816458
2954		0.816520
2955		0.816582
2956		0.816644
2957		0.816368
2958		0.816430
2959		0.816492
2960		0.816554
2961		0.816616
2962		0.816678
2963		0.816740
2964		0.816802
2965		0.816863
2966		0.816925
2967		0.816987
2968		0.817049
2969		0.817110
2970		0.817172
2971		0.817233
2972		0.816958
2973		0.817020
2974		0.817081
2975		0.816807
2976		0.816868
2977		0.816930
2978		0.816991
2979		0.817053
2980		0.817114
2981		0.816840
2982		0.816566
2983		0.816628
2984		0.816689
2985		0.816750
2986		0.816812
2987		0.816873
2988		0.816600
2989		0.816661
2990		0.816722
2991		0.816784
2992		0.816845
2993		0.816906
2994		0.816967
2995		0.817028
2996		0.817089
2997		0.817150
2998		0.817211
2999		0.816939
3000		0.817000
3001		0.816728
3002		0.816789
3003		0.816850
3004		0.816911
3005		0.816972
3006		0.817033
3007		0.817093
3008		0.817154
3009		0.817215
3010		0.817276
3011		0.817336
3012		0.817065
3013		0.816794
3014		0.816855
3015		0.816584
3016		0.816645
3017		0.816705
3018		0.816766
3019		0.816496
3020		0.816556
3021		0.816617
3022		0.816347
3023		0.816408
3024		0.816468
3025		0.816529
3026		0.816590
3027		0.816650
3028		0.816711
3029		0.816441
3030		0.816502
3031		0.816562
3032		0.816623
3033		0.816683
3034		0.816744
3035		0.816804
3036		0.816864
3037		0.816595
3038		0.816327
3039		0.816387
3040		0.816118
3041		0.816179
3042		0.816239
3043		0.816300
3044		0.816360
3045		0.816092
3046		0.815824
3047		0.815884
3048		0.815945
3049		0.815677
3050		0.815738
3051		0.815798
3052		0.815531
3053		0.815591
3054		0.815652
3055		0.815712
3056		0.815772
3057		0.815505
3058		0.815566
3059		0.815626
3060		0.815686
3061		0.815746
3062		0.815807
3063		0.815867
3064		0.815601
3065		0.815661
3066		0.815721
3067		0.815781
3068		0.815841
3069		0.815575
3070		0.815635
3071		0.815695
3072		0.815755
3073		0.815815
3074		0.815550
3075		0.815610
3076		0.815670
3077		0.815730
3078		0.815465
3079		0.815525
3080		0.815584
3081		0.815320
3082		0.815380
3083		0.815115
3084		0.815175
3085		0.815235
3086		0.815295
3087		0.815355
3088		0.815091
3089		0.815151
3090		0.815210
3091		0.815270
3092		0.815330
3093		0.815390
3094		0.815449
3095		0.815509
3096		0.815568
3097		0.815305
3098		0.815365
3099		0.815424
3100		0.815484
3101		0.815543
3102		0.815603
3103		0.815662
3104		0.815399
3105		0.815459
3106		0.815196
3107		0.815256
3108		0.815315
3109		0.815375
3110		0.815113
3111		0.814851
3112		0.814910
3113		0.814969
3114		0.815029
3115		0.815088
3116		0.814827
3117		0.814886
3118		0.814945
3119		0.814684
3120		0.814744
3121		0.814803
3122		0.814542
3123		0.814601
3124		0.814661
3125		0.814720
3126		0.814779
3127		0.814839
3128		0.814898
3129		0.814957
3130		0.815016
3131		0.815075
3132		0.815134
3133		0.815193
3134		0.815252
3135		0.815311
3136		0.815370
3137		0.815429
3138		0.815488
3139		0.815546
3140		0.815605
3141		0.815664
3142		0.815722
3143		0.815781
3144		0.815840
3145		0.815898
3146		0.815957
3147		0.816015
3148		0.816074
3149		0.816132
3150		0.816190
3151		0.816249
3152		0.816307
3153		0.816365
3154		0.816424
3155		0.816165
3156		0.816223
3157		0.816281
3158		0.816339
3159		0.816398
3160		0.816456
3161		0.816514
3162		0.816256
3163		0.816314
3164		0.816372
3165		0.816114
3166		0.816172
3167		0.815914
3168		0.815657
3169		0.815715
3170		0.815457
3171		0.815200
3172		0.814943
3173		0.814686
3174		0.814745
3175		0.814488
3176		0.814547
3177		0.814605
3178		0.814663
3179		0.814722
3180		0.814780
3181		0.814838
3182		0.814582
3183		0.814640
3184		0.814698
3185		0.814757
3186		0.814501
3187		0.814559
3188		0.814617
3189		0.814362
3190		0.814107
3191		0.814165
3192		0.813910
3193		0.813655
3194		0.813713
3195		0.813772
3196		0.813830
3197		0.813888
3198		0.813946
3199		0.814004
3200		0.814063
3201		0.814121
3202		0.814179
3203		0.813924
3204		0.813983
3205		0.814041
3206		0.814099
3207		0.813845
3208		0.813591
3209		0.813649
3210		0.813707
3211		0.813454
3212		0.813512
3213		0.813570
3214		0.813628
3215		0.813375
3216		0.813433
3217		0.813491
3218		0.813549
3219		0.813607
3220		0.813665
3221		0.813722
3222		0.813780
3223		0.813838
3224		0.813586
3225		0.813643
3226		0.813701
3227		0.813759
3228		0.813507
3229		0.813565
3230		0.813622
3231		0.813680
3232		0.813738
3233		0.813795
3234		0.813853
3235		0.813910
3236		0.813968
3237		0.813716
3238		0.813774
3239		0.813831
3240		0.813889
3241		0.813946
3242		0.814004
3243		0.814061
3244		0.814118
3245		0.814176
3246		0.813925
3247		0.813674
3248		0.813732
3249		0.813481
3250		0.813538
3251		0.813596
3252		0.813653
3253		0.813710
3254		0.813768
3255		0.813825
3256		0.813882
3257		0.813939
3258		0.813996
3259		0.814053
3260		0.814110
3261		0.813861
3262		0.813918
3263		0.813975
3264		0.814032
3265		0.813783
3266		0.813840
3267		0.813897
3268		0.813953
3269		0.814010
3270		0.814067
3271		0.814124
3272		0.814181
3273		0.814238
3274		0.814294
3275		0.814351
3276		0.814408
3277		0.814464
3278		0.814521
3279		0.814578
3280		0.814634
3281		0.814691
3282		0.814442
3283		0.814194
3284		0.814251
3285		0.814307
3286		0.814364
3287		0.814420
3288		0.814173
3289		0.814229
3290		0.813982
3291		0.814038
3292		0.814095
3293		0.814151
3294		0.814208
3295		0.814264
3296		0.814320
3297		0.814377
3298		0.814433
3299		0.814489
3300		0.814545
3301		0.814602
3302		0.814355
3303		0.814411
3304		0.814467
3305		0.814523
3306		0.814580
3307		0.814636
3308		0.814692
3309		0.814748
3310		0.814804
3311		0.814860
3312		0.814915
3313		0.814971
3314		0.815027
3315		0.815083
3316		0.815139
3317		0.815194
3318		0.815250
3319		0.815306
3320		0.815060
3321		0.814815
3322		0.814871
3323		0.814926
3324		0.814982
3325		0.815038
3326		0.815093
3327		0.815149
3328		0.815204
3329		0.815260
3330		0.815015
3331		0.815071
3332		0.815126
3333		0.815182
3334		0.815237
3335		0.815292
3336		0.815348
3337		0.815403
3338		0.815458
3339		0.815514
3340		0.815569
3341		0.815325
3342		0.815380
3343		0.815435
3344		0.815191
3345		0.815247
3346		0.815302
3347		0.815357
3348		0.815412
3349		0.815467
3350		0.815224
3351		0.815279
3352		0.815334
3353		0.815389
3354		0.815444
3355		0.815201
3356		0.814958
3357		0.815013
3358		0.815068
3359		0.815124
3360		0.815179
3361		0.815234
3362		0.814991
3363		0.814749
3364		0.814507
3365		0.814562
3366		0.814617
3367		0.814672
3368		0.814430
3369		0.814188
3370		0.814243
3371		0.814298
3372		0.814353
3373		0.814112
3374		0.814167
3375		0.814222
3376		0.814277
3377		0.814332
3378		0.814387
3379		0.814442
3380		0.814497
3381		0.814552
3382		0.814607
3383		0.814662
3384		0.814716
3385		0.814771
3386		0.814826
3387		0.814880
3388		0.814935
3389		0.814990
3390		0.815044
3391		0.815099
3392		0.814858
3393		0.814913
3394		0.814968
3395		0.815022
3396		0.815077
3397		0.815131
3398		0.814891
3399		0.814946
3400		0.815000
3401		0.815054
3402		0.815109
3403		0.815163
3404		0.815217
3405		0.815272
3406		0.815326
3407		0.815380
3408		0.815434
3409		0.815488
3410		0.815543
3411		0.815597
3412		0.815651
3413		0.815705
3414		0.815759
3415		0.815813
3416		0.815867
3417		0.815920
3418		0.815974
3419		0.816028
3420		0.815789
3421		0.815843
3422		0.815897
3423		0.815951
3424		0.816005
3425		0.816058
3426		0.815820
3427		0.815874
3428		0.815636
3429		0.815690
3430		0.815743
3431		0.815506
3432		0.815268
3433		0.815322
3434		0.815376
3435		0.815429
3436		0.815483
3437		0.815537
3438		0.815590
3439		0.815644
3440		0.815407
3441		0.815170
3442		0.815224
3443		0.815277
3444		0.815331
3445		0.815385
3446		0.815438
3447		0.815492
3448		0.815545
3449		0.815599
3450		0.815652
3451		0.815706
3452		0.815759
3453		0.815812
3454		0.815866
3455		0.815919
3456		0.815972
3457		0.816025
3458		0.816079
3459		0.816132
3460		0.816185
3461		0.816238
3462		0.816291
3463		0.816055
3464		0.816109
3465		0.816162
3466		0.816215
3467		0.816268
3468		0.816321
3469		0.816085
3470		0.816138
3471		0.816191
3472		0.816244
3473		0.816297
3474		0.816350
3475		0.816403
3476		0.816456
3477		0.816508
3478		0.816274
3479		0.816327
3480		0.816379
3481		0.816432
3482		0.816485
3483		0.816537
3484		0.816303
3485		0.816356
3486		0.816408
3487		0.816461
3488		0.816514
3489		0.816566
3490		0.816332
3491		0.816385
3492		0.816151
3493		0.815918
3494		0.815970
3495		0.816023
3496		0.816076
3497		0.816128
3498		0.815895
3499		0.815947
3500		0.816000
3501		0.816053
3502		0.816105
3503		0.816158
3504		0.816210
3505		0.816262
3506		0.816315
3507		0.816367
3508		0.816420
3509		0.816472
3510		0.816524
3511		0.816576
3512		0.816629
3513		0.816681
3514		0.816733
3515		0.816785
3516		0.816837
3517		0.816889
3518		0.816941
3519		0.816993
3520		0.817045
3521		0.816813
3522		0.816865
3523		0.816917
3524		0.816969
3525		0.817021
3526		0.817073
3527		0.817125
3528		0.817177
3529		0.817229
3530		0.817280
3531		0.817332
3532		0.817384
3533		0.817436
3534		0.817204
3535		0.817256
3536		0.817308
3537		0.817359
3538		0.817411
3539		0.817463
3540		0.817514
3541		0.817283
3542		0.817053
3543		0.817104
3544		0.817156
3545		0.817207
3546		0.816977
3547		0.817028
3548		0.817080
3549		0.817132
3550		0.816901
3551		0.816953
3552		0.817005
3553		0.817056
3554		0.817107
3555		0.817159
3556		0.817210
3557		0.817262
3558		0.817313
3559		0.817364
3560		0.817416
3561		0.817467
3562		0.817238
3563		0.817289
3564		0.817340
3565		0.817111
3566		0.817162
3567		0.817213
3568		0.817265
3569		0.817316
3570		0.817367
3571		0.817418
3572		0.817469
3573		0.817520
3574		0.817571
3575		0.817622
3576		0.817673
3577		0.817724
3578		0.817775
3579		0.817826
3580		0.817877
3581		0.817928
3582		0.817979
3583		0.817750
3584		0.817522
3585		0.817294
3586		0.817345
3587		0.817117
3588		0.817168
3589		0.817219
3590		0.817270
3591		0.817043
3592		0.817094
3593		0.816866
3594		0.816639
3595		0.816690
3596		0.816463
3597		0.816514
3598		0.816287
3599		0.816338
3600		0.816389
3601		0.816440
3602		0.816491
3603		0.816542
3604		0.816593
3605		0.816644
3606		0.816694
3607		0.816468
3608		0.816519
3609		0.816570
3610		0.816620
3611		0.816671
3612		0.816722
3613		0.816496
3614		0.816270
3615		0.816321
3616		0.816372
3617		0.816146
3618		0.816197
3619		0.815971
3620		0.816022
3621		0.816073
